user_id,age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score
9345,52,Male,Designer,9.49,86,4.13,9,2,4,84,88,7
9346,26,Male,Designer,7.87,45,4.1,5,1,4,48,55,8
9347,56,Male,Designer,8.68,72,8.92,3,6,5,13,185,2
9348,23,Female,Teacher,1.27,63,7.88,4,4,5,101,148,5
9349,28,Female,Designer,6.61,15,6.85,5,2,2,115,192,4
9350,51,Male,Designer,7.28,74,5.35,7,8,3,9,76,1
9351,44,Female,Designer,2.04,91,8.26,1,8,2,17,223,3
9352,35,Female,Teacher,4.61,63,6.85,4,9,4,72,87,8
9353,33,Male,Engineer,1.19,42,5.36,8,6,0,18,52,1
9354,20,Male,Student,5.13,69,8.48,9,5,0,27,286,7
9355,44,Male,Doctor,9.43,79,5.29,2,2,4,86,205,8
9356,38,Female,Engineer,5.22,65,8.05,4,4,5,101,79,1
9357,58,Female,Student,7.89,108,8.8,3,5,2,30,108,1
9358,55,Male,Business,4.03,91,8.11,1,2,4,106,58,2
9359,36,Female,Teacher,6.8,75,8.49,5,4,5,20,21,2
9360,25,Male,Doctor,6.9,109,8.2,6,4,1,45,187,8
9361,21,Female,Doctor,7.85,9,5.86,8,8,5,113,131,9
9362,40,Male,Teacher,3.35,79,5.64,2,2,3,20,67,4
9363,48,Male,Business,8.22,10,5.15,5,6,5,29,237,5
9364,19,Female,Doctor,7.48,84,6.05,2,8,5,26,196,9
9365,41,Male,Business,3.02,45,8.53,8,5,2,110,143,8
9366,57,Female,Designer,4.93,30,4.16,3,7,4,1,189,9
9367,56,Male,Teacher,6.46,82,6.47,9,8,2,12,269,1
9368,34,Male,Doctor,8.43,43,6.38,5,7,3,45,261,1
9369,31,Female,Engineer,7.92,104,7.66,8,8,5,2,55,1
9370,31,Male,Student,5.35,55,8.63,1,1,2,39,267,4
9371,47,Female,Student,3.81,44,6.41,9,6,2,106,73,4
9372,26,Male,Designer,5.17,30,7.53,1,4,0,50,149,3
9373,34,Female,Designer,8.92,43,7.88,3,8,4,23,117,6
9374,31,Female,Student,9.05,93,7.01,7,1,5,95,265,1
9375,28,Female,Business,1.96,101,5.39,6,4,2,90,79,7
9376,21,Male,Designer,8.57,76,5.86,2,1,5,84,62,8
9377,59,Female,Designer,8.61,108,4.78,8,8,1,1,39,3
9378,53,Female,Designer,1.29,69,8.2,9,8,3,40,238,2
9379,57,Female,Designer,7.22,115,5.52,1,7,2,28,299,1
9380,23,Male,Engineer,8.33,12,7.69,2,2,4,13,132,3
9381,52,Female,Doctor,6.1,45,4.96,6,1,5,57,177,2
9382,41,Female,Designer,7.82,8,5.61,9,1,4,3,69,6
9383,30,Female,Teacher,1.02,88,8.11,1,3,0,30,226,7
9384,54,Female,Doctor,3.64,52,6.79,5,8,2,6,225,9
9385,33,Female,Doctor,5.24,61,8.86,5,8,5,93,61,4
9386,34,Female,Teacher,6.49,111,4.33,5,2,5,79,99,5
9387,23,Female,Teacher,1.5,115,5.1,7,8,2,76,254,6
9388,31,Male,Engineer,8.99,67,5.66,2,8,5,111,180,5
9389,32,Male,Teacher,3.78,33,6.84,8,7,2,2,181,9
9390,59,Male,Teacher,6.46,24,8.94,9,7,0,51,79,3
9391,41,Female,Engineer,1.95,14,4.51,6,1,5,108,155,2
9392,44,Male,Teacher,3.29,9,4.76,8,7,3,88,173,6
9393,38,Male,Business,6.01,21,8.0,7,4,3,105,182,9
9394,44,Male,Student,5.37,46,7.77,9,4,2,96,67,6
9395,59,Male,Doctor,2.76,56,6.49,2,1,5,25,264,2
9396,55,Male,Business,9.55,43,7.35,3,4,5,96,98,2
9397,55,Male,Teacher,7.75,95,7.9,8,2,3,84,249,9
9398,42,Female,Doctor,9.28,92,5.45,9,4,2,118,291,1
9399,57,Male,Doctor,5.57,61,6.76,6,6,4,83,90,6
9400,59,Male,Designer,9.37,29,6.1,3,1,0,19,161,3
9401,21,Male,Doctor,8.34,70,6.99,8,1,5,31,255,7
9402,22,Female,Student,6.0,98,7.23,5,3,1,58,158,1
9403,23,Female,Teacher,8.19,14,4.9,9,4,3,85,135,7
9404,35,Female,Student,2.42,68,5.28,5,9,0,5,177,6
9405,41,Male,Business,1.54,17,6.12,7,1,0,105,169,9
9406,59,Male,Designer,1.84,30,4.86,5,7,5,111,281,4
9407,48,Female,Engineer,2.95,97,4.32,5,7,4,66,138,1
9408,51,Female,Business,6.92,55,6.74,1,4,1,97,28,7
9409,33,Male,Teacher,9.38,95,5.86,6,1,3,12,69,1
9410,26,Male,Business,9.37,59,5.64,3,4,2,69,110,9
9411,25,Male,Designer,5.4,32,7.32,8,9,1,88,117,1
9412,52,Male,Doctor,6.51,73,7.43,5,6,0,18,189,5
9413,18,Male,Engineer,1.13,90,7.43,5,6,4,95,218,3
9414,25,Female,Teacher,2.05,86,8.08,6,1,2,70,117,1
9415,46,Female,Business,2.96,43,4.9,9,9,0,49,165,7
9416,38,Female,Teacher,6.38,13,6.12,8,7,1,114,59,1
9417,50,Male,Designer,1.77,19,8.12,5,5,4,110,244,4
9418,29,Female,Doctor,7.66,33,8.09,3,9,0,112,234,4
9419,53,Male,Designer,8.64,38,6.54,9,8,1,23,291,4
9420,57,Female,Designer,1.06,90,4.2,1,6,5,31,296,3
9421,43,Male,Business,5.39,11,4.07,3,4,1,70,198,8
9422,45,Female,Business,7.48,102,7.3,5,1,0,1,23,9
9423,48,Female,Designer,8.95,79,6.26,7,8,0,98,246,2
9424,23,Male,Engineer,9.32,108,4.83,9,1,2,119,40,5
9425,21,Male,Teacher,3.59,30,6.19,3,4,4,11,264,8
9426,50,Male,Business,5.47,51,4.56,5,4,4,62,178,5
9427,50,Male,Designer,9.26,22,4.15,8,7,5,73,204,4
9428,48,Female,Engineer,6.41,78,4.63,2,3,5,111,194,3
9429,24,Male,Business,2.05,113,5.75,8,8,3,30,219,2
9430,35,Female,Student,2.03,24,6.03,7,1,4,37,86,9
9431,19,Female,Student,8.33,74,4.22,8,3,3,31,130,2
9432,55,Male,Doctor,5.48,20,5.56,3,9,0,64,118,3
9433,19,Male,Engineer,1.4,73,7.86,8,9,3,119,147,6
9434,26,Female,Engineer,1.94,83,4.12,3,7,4,15,221,5
9435,19,Female,Student,5.48,25,8.0,4,4,5,90,118,8
9436,56,Male,Designer,9.59,80,5.83,4,9,0,73,242,6
9437,45,Male,Teacher,6.7,89,4.87,3,3,4,76,148,9
9438,45,Female,Engineer,7.32,49,8.37,5,8,3,79,266,2
9439,50,Male,Doctor,5.06,10,8.62,5,1,2,78,130,4
9440,57,Male,Business,3.8,5,6.85,3,9,4,17,126,1
9441,21,Female,Engineer,2.71,49,7.33,6,6,1,66,184,2
9442,55,Male,Teacher,4.95,7,5.37,1,9,3,70,127,6
9443,57,Male,Designer,6.49,36,7.5,2,6,3,4,269,5
9444,58,Male,Designer,3.27,50,7.82,5,8,0,97,116,4
9445,50,Female,Teacher,7.89,25,6.41,9,4,4,28,172,1
9446,23,Female,Doctor,9.56,99,5.6,7,8,1,75,298,2
9447,24,Male,Engineer,1.39,117,4.34,1,6,0,35,201,2
9448,30,Male,Designer,4.42,52,6.26,6,4,1,85,41,6
9449,24,Male,Teacher,6.13,116,5.75,5,9,1,6,42,9
9450,30,Female,Student,5.5,54,5.65,5,9,3,105,142,7
9451,19,Female,Doctor,6.27,32,7.39,9,8,0,6,125,9
9452,37,Female,Student,8.05,30,4.77,7,5,5,54,87,9
9453,36,Female,Business,9.82,77,8.61,1,6,2,6,255,3
9454,53,Female,Business,6.47,62,5.8,5,3,0,42,62,7
9455,54,Male,Teacher,6.14,69,6.53,7,4,1,108,225,4
9456,35,Male,Doctor,3.97,111,5.38,3,3,3,73,46,5
9457,22,Male,Doctor,4.03,96,5.31,2,6,0,60,60,8
9458,36,Female,Student,2.58,47,5.04,5,5,1,54,144,8
9459,52,Female,Engineer,2.25,80,8.89,1,5,0,107,40,5
9460,50,Male,Student,1.97,104,6.86,7,6,3,105,180,6
9461,37,Female,Business,4.71,96,4.06,6,1,1,100,23,8
9462,30,Female,Engineer,9.89,57,7.69,5,5,4,51,127,7
9463,25,Male,Teacher,4.36,47,5.34,1,4,0,55,238,4
9464,48,Female,Business,3.71,107,6.27,7,9,0,48,291,8
9465,30,Female,Doctor,1.48,34,5.73,8,5,3,60,257,5
9466,45,Male,Engineer,6.42,112,8.44,9,2,0,108,30,6
9467,57,Male,Student,6.62,31,4.59,9,5,1,100,136,7
9468,22,Male,Business,1.46,67,6.66,5,3,0,92,293,6
9469,55,Male,Business,6.12,103,7.19,4,9,4,39,121,1
9470,49,Male,Student,4.82,62,7.5,4,5,3,87,242,5
9471,35,Female,Designer,8.64,116,4.01,8,5,0,2,210,6
9472,37,Male,Designer,4.16,37,7.52,4,6,3,79,127,8
9473,55,Male,Engineer,9.42,27,4.88,8,1,4,47,141,3
9474,43,Female,Teacher,4.31,24,6.19,8,9,3,97,185,8
9475,34,Male,Student,4.62,116,7.96,3,4,0,5,68,4
9476,33,Female,Teacher,2.65,74,8.15,9,3,4,114,47,3
9477,30,Female,Engineer,2.2,119,4.98,1,5,5,80,281,8
9478,42,Male,Engineer,7.45,24,8.33,7,6,2,58,154,7
9479,48,Female,Business,3.32,44,7.71,7,6,3,70,91,4
9480,20,Male,Student,2.02,62,7.64,4,9,3,29,210,5
9481,39,Female,Designer,6.69,71,4.41,9,5,4,116,149,6
9482,30,Female,Business,9.25,6,5.38,8,4,0,113,48,5
9483,31,Female,Business,4.85,54,6.79,7,7,1,111,79,1
9484,21,Male,Doctor,7.51,108,6.93,1,5,4,115,131,8
9485,43,Male,Engineer,5.9,74,7.67,7,1,0,77,185,5
9486,31,Female,Student,4.96,53,6.09,1,4,4,33,29,5
9487,37,Female,Designer,9.72,100,8.04,3,7,5,74,277,5
9488,52,Female,Teacher,9.19,63,7.38,3,9,5,57,30,2
9489,42,Male,Designer,9.15,90,6.98,4,8,5,96,295,1
9490,24,Female,Teacher,1.59,95,7.64,5,3,5,80,251,8
9491,25,Male,Teacher,6.38,19,7.59,3,1,4,23,55,3
9492,30,Male,Engineer,7.39,75,7.51,1,2,2,119,140,8
9493,49,Female,Teacher,9.22,61,8.88,3,8,3,41,268,4
9494,42,Male,Teacher,8.37,54,5.66,2,9,4,59,156,3
9495,34,Male,Doctor,5.55,49,6.02,4,8,1,39,134,2
9496,54,Female,Business,3.52,50,4.58,5,4,4,73,271,7
9497,38,Female,Teacher,2.09,56,6.83,2,8,0,22,90,8
9498,22,Male,Teacher,7.37,107,7.09,2,7,3,33,107,9
9499,26,Male,Doctor,9.31,24,6.74,6,6,3,101,90,4
9500,37,Female,Engineer,6.67,118,6.72,6,8,1,43,139,8
9501,25,Male,Engineer,8.72,46,8.85,8,5,1,54,123,7
9502,45,Male,Student,8.41,75,5.88,8,8,0,66,171,8
9503,59,Male,Student,6.47,84,4.61,8,4,5,111,77,8
9504,29,Female,Engineer,5.34,12,6.93,9,5,1,114,270,7
9505,34,Female,Engineer,2.31,39,4.0,5,8,0,73,32,1
9506,40,Female,Business,2.64,94,7.05,1,7,1,105,152,9
9507,33,Male,Teacher,3.57,42,7.01,1,6,5,58,175,5
9508,40,Male,Teacher,7.88,24,7.63,5,9,4,103,169,6
9509,20,Female,Designer,5.66,106,6.58,9,6,1,16,169,4
9510,30,Male,Designer,1.22,114,5.78,2,5,5,34,126,7
9511,41,Female,Doctor,2.87,71,4.09,7,1,1,58,296,3
9512,20,Male,Student,9.11,14,8.06,3,5,1,36,136,5
9513,31,Female,Business,8.7,16,7.95,8,3,5,12,91,6
9514,38,Male,Designer,9.94,62,5.31,6,7,5,116,225,9
9515,24,Male,Doctor,8.19,65,5.72,8,9,2,78,281,6
9516,37,Male,Designer,8.27,49,6.36,5,4,4,73,79,8
9517,31,Female,Designer,8.04,29,4.06,3,5,0,0,262,5
9518,18,Female,Doctor,7.18,20,7.18,4,2,1,10,146,4
9519,39,Female,Teacher,5.03,100,7.91,4,6,3,11,29,3
9520,54,Male,Student,8.75,87,4.81,3,2,4,107,255,4
9521,30,Female,Designer,6.37,16,4.69,5,6,0,7,116,2
9522,50,Female,Teacher,6.0,93,8.98,9,3,5,73,292,4
9523,47,Male,Teacher,6.97,52,7.82,1,7,1,88,35,4
9524,52,Female,Business,2.24,53,7.17,4,1,4,111,146,2
9525,47,Female,Engineer,8.05,97,4.01,9,4,4,59,252,9
9526,38,Male,Teacher,2.51,109,5.09,5,4,3,76,101,2
9527,34,Male,Teacher,9.71,71,6.34,4,4,3,98,69,4
9528,18,Female,Engineer,2.24,79,4.58,2,4,1,33,167,5
9529,42,Male,Designer,8.41,31,7.78,8,7,3,12,176,2
9530,36,Female,Engineer,5.02,50,8.49,2,7,3,67,146,2
9531,19,Male,Engineer,3.6,110,7.13,4,6,4,118,176,5
9532,37,Male,Engineer,4.62,106,6.93,4,8,5,26,269,3
9533,26,Female,Doctor,2.44,46,7.35,1,9,3,30,237,1
9534,47,Male,Designer,4.27,116,4.41,5,2,0,73,239,8
9535,57,Male,Doctor,1.48,77,6.72,9,8,3,41,26,2
9536,24,Female,Teacher,5.77,25,4.31,9,5,2,63,265,9
9537,35,Male,Designer,1.61,61,6.09,2,4,4,18,139,2
9538,48,Female,Business,7.16,18,8.67,9,2,3,100,173,9
9539,26,Female,Business,7.05,16,4.86,9,9,3,20,58,1
9540,46,Female,Engineer,8.2,42,7.42,2,9,5,76,136,7
9541,55,Female,Business,5.07,112,6.6,6,9,1,5,148,1
9542,30,Female,Teacher,3.92,30,8.34,7,6,1,61,67,3
9543,22,Female,Business,7.56,59,5.98,5,3,5,112,211,7
9544,59,Female,Designer,8.41,49,6.05,4,2,4,117,96,3
9545,30,Male,Teacher,4.67,100,8.16,4,2,3,89,31,3
9546,28,Female,Business,2.87,114,4.66,4,3,0,62,39,1
9547,28,Male,Engineer,9.57,108,7.11,6,3,5,75,111,5
9548,29,Male,Teacher,3.53,32,7.48,6,2,5,59,273,3
9549,39,Female,Business,7.11,50,6.74,9,7,1,9,226,3
9550,19,Male,Teacher,5.27,70,8.21,4,1,3,6,57,3
9551,33,Male,Teacher,3.24,18,8.12,9,6,1,57,191,1
9552,51,Male,Teacher,3.81,56,4.79,3,4,0,102,108,4
9553,43,Female,Student,9.97,94,4.19,3,9,2,67,129,1
9554,33,Male,Designer,6.88,73,4.82,6,1,0,112,269,7
9555,25,Female,Student,5.08,104,4.28,2,5,5,39,137,6
9556,41,Male,Doctor,2.61,29,4.9,5,5,0,23,246,3
9557,40,Male,Engineer,2.4,24,6.16,4,1,2,71,217,7
9558,55,Female,Business,7.72,111,5.58,6,2,4,63,232,6
9559,33,Female,Student,6.83,98,5.55,2,1,5,54,75,6
9560,34,Male,Designer,8.62,53,8.11,1,7,3,84,38,4
9561,29,Female,Business,1.3,87,4.76,4,3,4,95,165,7
9562,42,Male,Teacher,4.87,108,4.71,3,5,3,77,253,8
9563,20,Male,Doctor,3.17,95,7.06,2,9,0,95,80,2
9564,38,Male,Designer,6.98,112,6.6,7,7,2,0,143,2
9565,18,Male,Doctor,5.48,21,5.26,7,1,0,6,295,3
9566,34,Male,Student,6.59,116,8.85,8,8,2,35,30,8
9567,30,Female,Designer,1.52,93,6.99,4,7,2,83,213,5
9568,33,Female,Student,4.7,39,8.89,5,4,2,18,171,7
9569,24,Male,Designer,4.49,98,6.73,9,4,1,101,239,3
9570,31,Female,Engineer,4.01,31,5.66,4,5,3,88,288,9
9571,20,Male,Engineer,9.06,17,8.47,3,7,0,63,29,2
9572,29,Female,Designer,1.47,117,4.71,6,2,5,107,246,5
9573,19,Male,Teacher,9.5,83,6.83,5,4,0,93,140,6
9574,37,Male,Doctor,9.07,113,7.54,9,9,0,3,284,5
9575,25,Female,Teacher,1.99,102,5.41,1,4,2,1,148,7
9576,38,Female,Teacher,7.79,98,6.81,8,8,3,102,94,1
9577,19,Male,Business,5.15,103,4.45,3,2,5,35,216,5
9578,45,Male,Teacher,7.78,70,4.96,9,8,4,26,171,4
9579,46,Female,Engineer,7.49,15,4.32,3,5,2,12,207,6
9580,19,Male,Student,5.35,66,7.19,1,3,5,21,23,2
9581,22,Female,Engineer,6.64,100,6.01,4,3,2,103,203,6
9582,20,Female,Teacher,1.26,75,7.16,2,5,0,52,113,9
9583,39,Female,Engineer,3.12,18,4.26,9,9,5,96,145,9
9584,23,Male,Doctor,3.38,102,6.47,3,7,1,45,111,5
9585,31,Female,Engineer,9.05,43,5.29,6,3,2,71,257,4
9586,41,Male,Designer,5.64,64,8.55,3,6,0,69,268,7
9587,46,Male,Designer,6.6,74,6.43,5,2,5,31,245,3
9588,20,Male,Student,7.45,101,5.98,2,6,3,26,213,9
9589,55,Male,Business,9.1,24,7.28,5,7,3,33,275,2
9590,18,Female,Designer,2.94,13,4.76,5,3,1,70,26,2
9591,42,Female,Business,7.07,86,7.16,5,1,0,13,103,7
9592,39,Female,Student,9.6,12,7.54,3,9,4,44,164,4
9593,21,Female,Designer,8.46,12,8.76,8,9,4,116,129,3
9594,37,Male,Teacher,1.3,102,7.88,1,8,2,65,231,8
9595,36,Male,Teacher,4.72,80,4.09,9,8,3,23,43,6
9596,55,Male,Engineer,2.91,98,7.55,2,2,3,77,273,5
9597,19,Male,Business,8.93,115,8.8,4,5,2,36,88,2
9598,32,Male,Designer,2.0,96,7.89,9,2,1,36,71,8
9599,36,Female,Business,7.77,44,6.27,1,1,0,14,54,6
9600,26,Male,Engineer,9.68,43,7.34,2,5,0,74,141,6
9601,40,Male,Engineer,4.26,5,4.19,1,1,3,59,107,9
9602,33,Female,Doctor,4.85,77,7.55,9,8,4,109,252,6
9603,49,Male,Designer,6.54,95,8.31,9,3,1,108,215,2
9604,32,Male,Teacher,9.02,92,6.95,4,2,5,117,247,6
9605,51,Male,Student,1.97,107,5.22,8,6,5,22,278,3
9606,24,Female,Engineer,6.42,51,4.75,5,5,3,88,266,2
9607,47,Female,Doctor,1.44,110,5.3,5,5,4,58,27,9
9608,29,Male,Teacher,8.34,48,5.2,5,5,3,42,145,4
9609,55,Female,Student,2.98,9,8.52,6,4,1,37,25,9
9610,52,Female,Designer,1.39,12,8.66,2,9,5,67,172,6
9611,59,Male,Teacher,2.09,56,6.71,8,4,4,66,246,8
9612,23,Female,Student,9.14,100,6.99,6,1,2,2,164,6
9613,50,Male,Designer,3.35,15,5.85,5,7,3,53,213,1
9614,33,Male,Business,5.62,68,8.53,3,4,0,100,110,5
9615,18,Male,Business,5.03,52,8.17,3,2,5,51,217,6
9616,44,Female,Designer,4.32,81,5.52,2,7,5,28,92,3
9617,57,Male,Business,7.85,27,8.65,6,5,5,115,273,2
9618,27,Female,Business,2.72,42,4.5,4,9,5,48,277,8
9619,27,Male,Designer,1.36,42,8.99,9,9,2,6,112,2
9620,47,Female,Business,1.92,112,4.07,8,5,2,17,222,6
9621,20,Male,Business,1.87,11,6.82,3,7,2,37,181,1
9622,20,Female,Business,3.02,107,5.2,1,4,4,9,204,4
9623,24,Female,Doctor,4.1,18,5.49,3,1,4,54,41,7
9624,30,Female,Engineer,2.25,20,5.11,7,2,1,17,277,8
9625,46,Male,Designer,4.64,76,6.63,6,5,2,75,201,2
9626,47,Male,Teacher,6.12,21,7.34,8,7,4,19,104,6
9627,48,Male,Business,6.07,84,4.57,2,3,4,6,37,6
9628,37,Male,Student,9.01,30,4.91,9,8,4,104,187,1
9629,42,Female,Business,5.21,43,7.23,6,2,3,91,110,6
9630,59,Female,Doctor,8.46,97,8.94,8,9,2,87,128,3
9631,30,Female,Teacher,6.01,119,6.69,9,9,5,29,85,1
9632,45,Female,Teacher,7.18,36,7.79,3,9,0,96,20,1
9633,29,Male,Engineer,2.12,102,7.78,3,7,5,6,292,2
9634,30,Male,Doctor,7.31,63,5.87,7,5,3,90,130,9
9635,20,Male,Engineer,7.51,59,8.23,9,4,1,110,189,5
9636,49,Female,Doctor,9.03,83,7.62,5,5,0,62,204,6
9637,52,Female,Engineer,1.9,85,8.61,5,3,2,78,294,2
9638,56,Female,Business,5.81,10,7.02,4,3,1,47,134,9
9639,46,Female,Business,5.1,59,8.08,1,1,5,22,57,8
9640,47,Female,Engineer,7.69,82,6.56,9,4,3,57,26,2
9641,35,Male,Business,3.36,5,6.2,9,9,5,56,121,4
9642,47,Male,Doctor,7.47,70,8.88,6,2,0,102,129,9
9643,28,Male,Business,7.65,21,8.04,7,1,4,46,151,2
9644,19,Male,Business,8.12,101,5.32,8,6,2,87,29,2
9645,52,Female,Doctor,4.24,35,8.46,7,5,3,71,75,9
9646,53,Male,Business,4.31,23,8.75,2,7,1,11,138,9
9647,43,Female,Designer,4.78,61,8.94,5,4,2,53,152,2
9648,39,Male,Doctor,3.46,30,6.56,4,2,2,34,73,8
9649,41,Male,Doctor,2.17,17,5.98,4,2,1,81,276,8
9650,47,Male,Engineer,4.91,117,4.78,2,2,5,87,277,7
9651,20,Female,Designer,8.34,61,8.09,2,5,0,5,183,6
9652,37,Female,Teacher,2.89,19,7.28,1,9,4,5,83,3
9653,55,Male,Student,1.01,61,6.59,8,1,5,117,117,6
9654,32,Female,Engineer,4.74,118,8.79,9,3,4,25,206,4
9655,24,Male,Designer,8.72,87,4.43,2,8,0,62,234,6
9656,37,Female,Engineer,3.9,24,6.85,5,3,4,4,298,9
9657,32,Male,Doctor,8.74,103,7.28,1,6,5,84,234,7
9658,34,Female,Business,8.62,20,8.68,4,4,1,119,235,8
9659,39,Female,Engineer,6.82,115,7.19,2,2,4,25,42,8
9660,37,Female,Student,6.2,45,6.48,2,3,1,27,131,4
9661,28,Female,Doctor,6.89,87,4.2,3,2,0,53,40,5
9662,46,Male,Student,2.53,114,8.56,3,5,3,102,255,4
9663,43,Male,Student,4.5,6,4.42,5,7,3,11,210,8
9664,44,Male,Student,1.88,97,8.79,5,4,2,3,118,7
9665,40,Male,Doctor,1.9,97,8.33,1,7,4,118,77,4
9666,48,Female,Engineer,2.59,86,6.0,9,4,5,74,138,3
9667,25,Female,Business,2.55,16,7.05,9,6,5,19,283,6
9668,52,Female,Student,3.72,87,5.77,3,6,2,44,154,2
9669,41,Male,Teacher,9.76,30,6.84,6,6,5,24,80,8
9670,49,Female,Designer,3.65,11,6.64,5,6,3,65,118,3
9671,27,Male,Student,5.56,17,6.96,4,8,4,59,196,9
9672,52,Male,Business,6.46,64,5.0,5,4,2,50,245,8
9673,20,Female,Designer,8.04,58,5.25,1,6,0,61,258,1
9674,41,Female,Teacher,5.62,84,5.31,2,2,0,45,258,2
9675,54,Female,Business,5.24,82,6.42,2,8,4,33,287,3
9676,57,Male,Business,7.18,110,7.63,3,4,2,29,47,5
9677,53,Male,Engineer,1.94,98,6.97,7,3,0,45,206,8
9678,55,Male,Designer,6.96,35,6.58,2,8,0,14,282,7
9679,31,Female,Teacher,9.69,103,5.55,3,4,4,28,216,5
9680,24,Female,Business,3.06,42,5.04,8,2,3,102,205,1
9681,51,Female,Designer,4.04,48,7.6,4,2,1,35,168,4
9682,50,Male,Designer,6.79,69,6.96,2,4,2,116,35,5
9683,38,Female,Student,1.91,73,4.1,3,7,3,40,172,2
9684,52,Male,Business,2.11,68,7.02,7,2,3,17,170,3
9685,58,Female,Doctor,5.13,17,4.97,3,5,1,50,130,7
9686,48,Female,Designer,8.39,71,8.83,6,5,0,72,285,5
9687,47,Male,Student,9.54,61,5.45,2,5,3,62,211,3
9688,40,Female,Teacher,9.27,19,6.35,9,6,3,37,200,5
9689,32,Male,Business,7.63,82,7.29,7,9,1,11,89,1
9690,30,Male,Business,8.75,57,5.7,3,1,2,21,156,3
9691,35,Female,Teacher,8.71,52,6.46,6,5,0,81,163,4
9692,31,Male,Student,3.63,92,6.26,3,6,0,14,243,3
9693,32,Male,Engineer,1.03,75,6.72,8,6,0,33,199,3
9694,47,Female,Student,9.51,16,8.04,5,1,3,27,94,1
9695,41,Male,Doctor,7.24,57,7.66,2,8,2,112,222,5
9696,48,Male,Doctor,6.67,54,4.85,1,7,1,97,162,6
9697,19,Male,Student,5.72,62,5.69,8,5,0,62,189,9
9698,48,Male,Engineer,8.15,33,4.1,5,9,1,44,111,9
9699,41,Female,Engineer,5.0,51,6.19,7,4,5,84,44,2
9700,29,Male,Engineer,6.96,35,6.4,1,2,4,100,132,3
9701,18,Male,Designer,1.45,51,8.09,8,3,4,28,286,6
9702,22,Male,Student,6.46,57,6.72,3,1,5,58,92,5
9703,25,Male,Teacher,3.04,101,5.38,6,4,3,23,162,4
9704,52,Male,Student,5.11,107,5.63,6,6,4,103,189,5
9705,45,Male,Doctor,1.39,42,5.71,4,3,0,77,177,4
9706,51,Male,Engineer,4.86,6,6.62,7,7,3,64,98,5
9707,36,Male,Teacher,3.26,99,8.6,4,4,4,60,73,1
9708,54,Male,Student,8.26,24,7.96,7,2,3,47,152,2
9709,46,Male,Teacher,5.59,24,5.49,5,6,5,8,156,7
9710,48,Female,Doctor,5.02,93,4.31,9,7,0,52,197,5
9711,44,Female,Engineer,8.82,88,6.45,1,5,1,84,287,7
9712,22,Male,Engineer,3.44,95,7.1,7,3,1,106,42,1
9713,57,Male,Doctor,8.51,41,6.06,7,1,2,65,233,3
9714,31,Male,Teacher,1.05,7,4.33,6,3,1,6,203,9
9715,54,Male,Doctor,3.33,24,4.65,5,8,4,25,67,4
9716,35,Male,Doctor,5.99,93,7.3,6,2,5,96,186,1
9717,56,Female,Doctor,4.98,59,7.16,4,3,1,57,243,9
9718,48,Female,Doctor,5.24,55,8.6,2,2,2,33,52,9
9719,29,Female,Business,2.92,51,6.12,3,5,5,85,216,3
9720,40,Male,Designer,6.7,71,8.72,5,8,5,117,298,2
9721,27,Female,Business,8.43,82,5.85,5,8,0,17,155,6
9722,37,Female,Business,1.66,92,6.82,5,6,5,25,66,2
9723,23,Male,Business,1.34,94,5.95,4,4,1,10,69,7
9724,58,Male,Business,2.77,66,5.26,9,9,1,103,146,7
9725,30,Female,Designer,4.35,51,5.58,3,7,1,9,136,3
9726,30,Male,Designer,1.19,109,6.75,6,4,0,75,170,6
9727,41,Female,Doctor,6.28,18,6.95,8,1,3,77,104,6
9728,52,Male,Business,3.31,45,8.13,3,7,5,47,113,7
9729,35,Male,Engineer,1.79,8,6.29,2,6,3,92,48,5
9730,30,Male,Teacher,4.78,47,6.39,1,8,0,83,264,2
9731,30,Female,Designer,1.25,75,4.52,9,9,5,103,76,6
9732,32,Male,Doctor,3.98,63,4.18,5,1,5,92,76,1
9733,50,Male,Doctor,3.07,113,5.32,4,5,4,77,147,7
9734,43,Female,Student,2.74,51,7.65,4,9,5,77,144,2
9735,51,Male,Business,7.03,41,7.8,3,1,2,40,282,4
9736,53,Male,Doctor,9.37,90,4.06,7,7,2,49,241,3
9737,42,Female,Teacher,1.33,14,6.58,1,3,0,78,40,6
9738,39,Male,Student,2.39,86,6.27,5,8,3,74,261,9
9739,53,Female,Doctor,2.29,89,6.09,3,6,2,107,195,6
9740,23,Female,Student,3.62,65,4.38,1,2,2,22,250,3
9741,48,Female,Student,4.16,57,4.54,8,5,2,112,270,1
9742,38,Male,Student,7.13,116,6.62,4,9,1,85,183,9
9743,24,Female,Business,5.5,38,8.05,9,4,2,63,175,5
9744,41,Female,Designer,2.96,62,4.41,9,4,2,38,89,4
9745,46,Male,Engineer,6.77,23,6.96,6,9,1,95,63,7
9746,59,Female,Student,8.7,59,5.19,9,3,5,118,198,7
9747,58,Female,Designer,1.26,35,4.56,4,4,3,113,20,4
9748,47,Male,Designer,3.82,61,7.99,6,7,1,95,92,6
9749,51,Male,Designer,9.42,15,6.6,8,2,2,47,273,9
9750,26,Male,Student,2.26,56,4.6,5,3,3,69,124,4
